,class,Message
615,ham,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles st
616,ham,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask reaction lor
617,ham,family happiness
618,ham,come n pick come immediately aft lesson
619,ham,let snow let snow kind weather brings people together friendships grow
620,ham,dear got ltgt dollars hi hi
621,ham,good words words may leave dismay many times
622,ham,make sure alex knows birthday fifteen minutes far concerned
623,ham,sorry got things may pub later
624,ham,nah straight bring bud drinks something actually little useful straight cash
625,ham,haha good hear officially paid market th
626,ham,many licks take get center tootsie pop
627,ham,yup thk r e teacher said make face look longer darren ask cut short
628,spam,new textbuddy chat horny guys area p free receive search postcode gaytextbuddycom txt one name
629,spam,todays vodafone numbers ending selected receive award number matches call receive award
630,ham,please say like hi hi hi
631,ham,thank
632,ham,oh forwarded message thought send
633,ham,got seventeen pounds seven hundred ml hope ok
634,spam,dear voucher holder claim weeks offer pc go wwetlpcoukexpressoffer tscs apply stop texts txt stop
635,ham,n funny
636,ham,sweetheart hope kind day one loads reasons smile biola
637,ham,login dat time dad fetching home
638,ham,shower baby
639,ham,askd question hours answer
640,ham,well going definitely need restock thanksgiving ill let know
641,ham,said kiss kiss cannot sound effects gorgeous man kind person needs smile brighten day
642,ham,probably going swing wee bit
643,ham,ya nice ready thursday
644,ham,allo braved buses taken trains triumphed mean bham jolly good rest week
645,ham,watching cartoon listening music amp eve go temple amp church
646,ham,mind ask happened say uncomfortable
647,spam,private account statement shows unredeemed points call identifier code expires
648,ham,prob send email
649,spam,cash prize claim call tc rstm sw ss ppm
650,ham,cool sometimes slow gentle sonetimes rough hard
651,ham,going say sorry would normal starting panic time sorry seeing tuesday
652,ham,wait know wesleys town bet hella drugs
653,ham,fine miss much
655,ham,tell drug dealers getting impatient
656,ham,sun cannot come earth send love rays cloud cannot come river send love rain cannot come meet send care message gud evng
658,ham,make sense take unless free need know wikipediacom
659,spam,premium phone services call
660,ham,sea lays rock rock envelope envelope paper paper words
661,ham,mums repent
662,ham,sorry going home first daddy come fetch later
663,ham,leave de start prepare next
664,ham,yes baby study positions kama sutra
665,ham,en chikku nange bakra message kalstiyathen teacoffee
666,ham,carlosll minute still need buy
667,ham,pay ltdecimalgt lakhs
668,ham,good evening ttyl
669,ham,receive message
670,ham,ho ho big belly laugh see ya tomo
671,spam,sms ac sun posts helloyou seem cool
672,spam,get st ringtone free reply message tone gr top tones phone every week per wk opt send stop
673,ham,ditto worry saying anything anymore like said last night whatever want ill peace
674,ham,got ltgt way could pick
675,ham,knw pa drink milk
676,ham,maybe say hi find got card great escape wetherspoons
677,ham,piggy r awake bet ure still sleeping going lunch
678,ham,freaky lol
679,ham,missed call yelling scrappy miss cannot wait come home lonely today
680,ham,hex place talk explain
681,ham,log wat sdrybi
682,ham,xy going e lunch
683,spam,hi sue years old work lapdancer love sex text live bedroom text sue textoperator g da ppmsg
684,ham,wanted ask wait finish lect cos lect finishes hour anyway
685,ham,finished work yet
686,ham,every king crying baby every great building map imprtant r today wil reach tomorw gud ni
687,ham,dear cherthalain case r coming cochin pls call bfore starti shall also reach accordinglyor tell day r comingtmorow engaged ans holiday
688,ham,thanks love torch bold
689,spam,forwarded please call immediately urgent message waiting
690,ham,farm open
691,ham,sorry trouble buy dad big small sat n sun thanx
692,ham,sister law hope great month saying hey abiola
693,ham,purchase stuff today mail po box number
694,ham,ah poop looks like ill prob send laptop get fixed cuz gpu problem
695,ham,good good job like entrepreneurs
696,ham,aight close still around alexs place
697,ham,meet corporation st outside gap see mind working
698,ham,mum ask buy food home
699,ham,ku also message reply message
700,ham,much willing pay
702,ham,important prevent dehydration giving enough fluids
703,ham,bit weird even supposed happening good idea sure pub
704,ham,true deari sat pray evening felt soso smsd time
705,ham,think get away trek long family town sorry
706,ham,want gym harri
707,ham,quite late lar ard anyway wun b drivin
708,spam,review keep fantastic nokia ngage game deck club nokia go wwwcnupdatescomnewsletter unsubscribe alerts reply word
709,spam,mths half price orange line rental latest camera phones free phone mths call mobilesdirect free update orstoptxt tcs
710,ham,height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt move saidif made students
711,ham,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
712,spam,ampm cost p
713,ham,save stress person dorm account send account details money sent
714,ham,also knows lunch menu da know
715,ham,stuff sell ill tell
716,spam,urgent nd attempt contact uu call b tcsbcmwcnxx callcost ppm mobilesvary max
717,ham,book lesson message call work sth going get specs membership px
718,spam,guaranteed cash prize claim yr prize call customer service representative ampm
719,ham,macha feel upseti assume mindsetbelieve one evening wonderful plans uslet life begin againcall anytime
720,ham,oh send address
721,ham,sfine anytime best
722,ham,wondar full flim
723,ham,ya even cookies jelly
724,ham,world running stillmaybe feeling itor admit madthen correctionor let call lifeand keep running world may r also runninglets run
725,ham,got looks scrumptious daddy wants eat night long
726,ham,cos lar ba dao ok pm lor never ask go ah said would ask fri said ask today
727,ham,alright omw got change order halfth
728,ham,exactly anyways far jide study visiting
729,ham,know ask
730,spam,email alertfrom jeri stewartsize kbsubject lowcost prescripiton drvgsto listen email call
731,ham,spring coming early yay
732,ham,lol feel bad use money take steak dinner
733,ham,even get trouble convincingjust tel twice tel neglect msgs c read itjust reply
734,ham,leaving qatar tonite search opportunityall went fastpls add prayers dearrakhesh
735,ham,one talking
736,ham,thanks looking really appreciate
737,spam,hi customer loyalty offerthe new nokia mobile txtauction txt word start get tctxt tc pmtmsg
738,ham,wish
739,ham,haha mayb ure rite know well da feeling liked someone gd lor faster go find one gals group attached liao
740,ham,yes glad made
741,ham,well little time thing good times ahead
742,ham,got room soon put clocks back til shouted everyone get realised wahay another hour bed
743,ham,ok may free gym
744,ham,men like shorter ladies gaze eyes
745,ham,know jus say go lido time
746,ham,promise take good care princess run please send pics get chance ttyl
747,spam,subscribed best mobile content service uk per days send stop helpline
748,ham,reason spoken year anyways great week best exam
749,ham,monday next week give full gist
750,spam,realize years well thousands old ladies running around tattoos
751,spam,important customer service announcement premier
752,ham,give lip caveboy
753,ham,get library
754,ham,realy sorryi recognise number confused r please
755,ham,holla
756,ham,cannot think anyone spare room top head
757,ham,faith makes things possible hope makes things work love makes things beautiful may three christmasmerry christmas
758,ham,made appointment
759,ham,call youcarlos isare phones vibrate acting might hear texts
760,spam,romantic paris nights flights book next year call tscs apply
761,ham,grandmas oh dear still ill felt shit morning think hungover another night leave sat
762,spam,urgent guaranteed award still unclaimed call closingdate claimcode mm pmmorefrommobilebremovedmobypoboxlsyf
763,ham,nothing jus tot would ask cos ba gua went mt faber yest yest jus went already mah today going jus call lor
764,ham,wishing family merry x mas happy new year advance
765,spam,awarded city break could win summer shopping spree every wk txt store skilgme tscswinawkage perwksub
766,ham,nt goin got somethin unless meetin dinner lor haha wonder go time
769,ham,lol know dramatic schools already closed tomorrow apparently cannot drive inch snow supposed get
770,ham,getting anywhere damn job hunting
771,ham,lol drunkard hair moment yeah still tonight wats plan
772,ham,idc get weaseling way shit twice row
773,ham,wil ltgt minutes got space
775,ham,thanks picking trash
776,ham,go tell friend sure want live smokes much spend hours begging come smoke
777,ham,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
778,ham,happy new year dear brother really miss got number decided send text wishing happiness abiola
779,ham,means get door
781,ham,hmmm thought said hours slave late punish
782,ham,beerage
783,spam,important customer service announcement premier call freephone
